"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","FIN","Finland","2014","2014",109.5,,
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","FIN","Finland","2015","2015",103.4,,
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","FIN","Finland","2016","2016",91,,
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","FIN","Finland","2017","2017",103.1,,
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","FIN","Finland","2018","2018",104.5,,
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","FIN","Finland","2019","2019",113,,
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","FIN","Finland","2020","2020",121,,
"WAITCOBW","Coronary bypass","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ESP","Spain","2013","2013",47,"E","Estimated value"
"WAITCOBW","Coronary bypass","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ESP","Spain","2014","2014",41,"E","Estimated value"
"WAITCOBW","Coronary bypass","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ESP","Spain","2015","2015",39,,
"WAITCOBW","Coronary bypass","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ESP","Spain","2016","2016",39,,
"WAITCOBW","Coronary bypass","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ESP","Spain","2017","2017",38,,
"WAITCOBW","Coronary bypass","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ESP","Spain","2018","2018",37,,
"WAITCOBW","Coronary bypass","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ESP","Spain","2019","2019",38,,
"WAITCOBW","Coronary bypass","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ESP","Spain","2020","2020",30,,
"WAITCOBW","Coronary bypass","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ESP","Spain","2021","2021",39,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","ESP","Spain","2012","2012",37.6,"E","Estimated value"
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","ESP","Spain","2013","2013",27.7,"E","Estimated value"
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","ESP","Spain","2014","2014",25.5,"E","Estimated value"
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","ESP","Spain","2015","2015",24.3,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","ESP","Spain","2016","2016",34.3,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","ESP","Spain","2017","2017",32.3,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","ESP","Spain","2018","2018",29.4,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","ESP","Spain","2019","2019",36.4,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","ESP","Spain","2020","2020",56.6,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","ESP","Spain","2021","2021",42.8,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","FIN","Finland","2010","2010",36.8,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","FIN","Finland","2011","2011",36.3,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","FIN","Finland","2012","2012",37.5,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","FIN","Finland","2013","2013",29.7,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","FIN","Finland","2014","2014",27.7,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","FIN","Finland","2015","2015",25.6,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","FIN","Finland","2016","2016",21.5,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","FIN","Finland","2017","2017",29.6,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","FIN","Finland","2018","2018",35.2,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","FIN","Finland","2019","2019",36.2,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","FIN","Finland","2020","2020",30.6,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ESP","Spain","2013","2013",161,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ESP","Spain","2014","2014",130,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ESP","Spain","2015","2015",130,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ESP","Spain","2016","2016",130,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ESP","Spain","2017","2017",130,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ESP","Spain","2018","2018",118,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ESP","Spain","2019","2019",130,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ESP","Spain","2020","2020",127,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","ESP","Spain","2021","2021",130,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMEQT","Waiting times of patients on the list: Mean (days)","EST","Estonia","2010","2010",756,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMEQT","Waiting times of patients on the list: Mean (days)","EST","Estonia","2011","2011",781,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMEQT","Waiting times of patients on the list: Mean (days)","EST","Estonia","2012","2012",797,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMEQT","Waiting times of patients on the list: Mean (days)","EST","Estonia","2013","2013",906,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMEQT","Waiting times of patients on the list: Mean (days)","EST","Estonia","2014","2014",978,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMEQT","Waiting times of patients on the list: Mean (days)","EST","Estonia","2015","2015",963,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMEQT","Waiting times of patients on the list: Mean (days)","EST","Estonia","2016","2016",889,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMEQT","Waiting times of patients on the list: Mean (days)","EST","Estonia","2017","2017",906,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMEQT","Waiting times of patients on the list: Mean (days)","EST","Estonia","2018","2018",981,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMEQT","Waiting times of patients on the list: Mean (days)","EST","Estonia","2019","2019",1043,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTPAMEQT","Waiting times of patients on the list: Mean (days)","EST","Estonia","2020","2020",1110,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","FIN","Finland","2010","2010",8.7,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","FIN","Finland","2011","2011",11.5,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","FIN","Finland","2012","2012",9,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","FIN","Finland","2013","2013",10.9,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","FIN","Finland","2014","2014",7.5,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","FIN","Finland","2015","2015",8.6,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","FIN","Finland","2016","2016",9.8,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","FIN","Finland","2017","2017",6.4,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","FIN","Finland","2018","2018",6.7,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","FIN","Finland","2019","2019",7.8,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","FIN","Finland","2020","2020",8.7,,
"WAITCATW","Cataract surgery","WTPAMEQT","Waiting times of patients on the list: Mean (days)","ESP","Spain","2010","2010",60,,
"WAITCATW","Cataract surgery","WTPAMEQT","Waiting times of patients on the list: Mean (days)","ESP","Spain","2011","2011",71,,
"WAITCATW","Cataract surgery","WTPAMEQT","Waiting times of patients on the list: Mean (days)","ESP","Spain","2012","2012",86,,
"WAITCATW","Cataract surgery","WTPAMEQT","Waiting times of patients on the list: Mean (days)","ESP","Spain","2013","2013",88.7,,
"WAITCATW","Cataract surgery","WTPAMEQT","Waiting times of patients on the list: Mean (days)","ESP","Spain","2014","2014",80.5,,
"WAITCATW","Cataract surgery","WTPAMEQT","Waiting times of patients on the list: Mean (days)","ESP","Spain","2015","2015",71.1,,
"WAITCATW","Cataract surgery","WTPAMEQT","Waiting times of patients on the list: Mean (days)","ESP","Spain","2016","2016",71.1,,
"WAITCATW","Cataract surgery","WTPAMEQT","Waiting times of patients on the list: Mean (days)","ESP","Spain","2017","2017",71.1,,
